,U_NODE_ID,V_NODE_ID,U_X,U_Y,V_X,V_Y,IS_NODE_U_DEPOT,IS_NODE_V_DEPOT,IS_OPTIMAL_EDGE,EDGE_WEIGHT,GLOBAL_RANK,U_NODE_LOCAL_EDGE_RANK,V_NODE_LOCAL_EDGE_RANK,LP_RELAXATION,FILE_NAME,U_NODE_DEMAND,V_NODE_DEMAND,U_NODE_DEMAND_CAPACITY_RATIO,V_NODE_DEMAND_CAPACITY_RATIO,AVERAGE_NODE_DEMAND_CAPACITY_RATIO,REDUCED_COST,NODE_U_EUC_DISTANCE_TO_NEAREST_CONVEX_HULL_VERTEX,NODE_V_EUC_DISTANCE_TO_NEAREST_CONVEX_HULL_VERTEX,CONVEX_HULL_EDGE_LENGTH,EDGE_WEIGHT_NON_NORMALISED,NODE_U_DIST_TO_CENTROID,NODE_V_DIST_TO_CENTROID,NODE_AVERAGE_DIST_TO_CENTROID,NODE_U_DIST_TO_DEPOT,NODE_V_DIST_TO_DEPOT,NODE_AVERAGE_DIST_TO_DEPOT,NODE_U_DIST_TO_NEAREST_NEIGHBOUR,NODE_V_DIST_TO_NEAREST_NEIGHBOUR,NODE_AVERAGE_DIST_TO_NEAREST_NEIGHBOUR,ANGLE_DEGREE_TO_DEPOT,U_NODE_DBSCAN,V_NODE_DBSCAN,AVERAGE_NODE_DBSCAN
0,1,2,40,40,22,22,1,0,0,0.5091168824543142,451,0.5091168824543142,0.5091168824543142,0.0,P-n50-k7.txt,0.0,0.36,0.0,0.0,0.0,0.38,0.0,0.0,0.0,25.45584412271571,25.56262310483805,26.0717260648389,1290.8587292419238,0.0,0.5091168824543142,12.727922061357855,0.0,0.0,0.0,0.0,0.0,0.02,0.01
1,1,3,40,40,36,26,1,0,1,0.29120439557122074,563,0.29120439557122074,0.29120439557122074,0.0,P-n50-k7.txt,0.0,0.52,0.0,0.0,0.0,0.18,0.0,0.0,0.0,14.560219778561038,25.56262310483805,25.81651603140904,1284.4784784061771,0.0,0.29120439557122074,7.280109889280518,0.0,0.0,0.0,0.0,0.0,0.04,0.02
2,1,4,40,40,21,45,1,0,0,0.39293765408777,520,0.39293765408777,0.39293765408777,0.0,P-n50-k7.txt,0.0,0.22,0.0,0.0,0.0,0.29,0.0,0.0,0.0,19.6468827043885,25.56262310483805,25.765358526517733,1283.1995407838945,0.0,0.39293765408777,9.82344135219425,0.0,0.0,0.0,0.0,0.0,0.06,0.03
3,1,5,40,40,45,35,1,0,1,0.1414213562373095,617,0.1414213562373095,0.1414213562373095,0.0,P-n50-k7.txt,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0710678118654755,25.56262310483805,25.561958062714993,1278.114529188826,0.0,0.1414213562373095,3.5355339059327378,0.0,0.0,0.0,0.0,0.0,0.08,0.04
4,1,6,40,40,55,20,1,0,0,0.5,456,0.5,0.5,0.0,P-n50-k7.txt,0.0,0.42,0.0,0.0,0.0,0.4,0.0,0.2009975124224178,0.0,25.0,25.56262310483805,25.634424120701443,1279.9261806384873,0.0,0.5,12.5,0.0,0.0,0.0,0.0,0.0,0.1,0.05
5,1,7,40,40,33,34,1,0,1,0.18439088914585774,606,0.18439088914585774,0.18439088914585774,0.0,P-n50-k7.txt,0.0,0.38,0.0,0.0,0.0,0.06,0.0,0.0,0.0,9.219544457292887,25.56262310483805,25.746574529439837,1282.729940856947,0.0,0.18439088914585774,4.6097722286464435,0.0,0.0,0.0,0.0,0.0,0.12,0.06
6,1,8,40,40,50,50,1,0,1,0.282842712474619,567,0.282842712474619,0.282842712474619,0.0,P-n50-k7.txt,0.0,0.3,0.0,0.0,0.0,0.18,0.0,0.0,0.0,14.142135623730951,25.56262310483805,25.279788369367335,1271.0602868551346,0.0,0.282842712474619,7.0710678118654755,0.0,0.0,0.0,0.0,0.0,0.14,0.07
7,1,9,40,40,55,45,1,0,1,0.31622776601683794,554,0.31622776601683794,0.31622776601683794,0.0,P-n50-k7.txt,0.0,0.32,0.0,0.0,0.0,0.2,0.0,0.2778488797889961,0.0,15.811388300841896,25.56262310483805,25.27911588643875,1271.04347478192,0.0,0.31622776601683794,7.905694150420948,0.0,0.0,0.0,0.0,0.0,0.16,0.08
8,1,10,40,40,26,59,1,0,0,0.47201694884823786,473,0.47201694884823786,0.47201694884823786,0.0,P-n50-k7.txt,0.0,0.58,0.0,0.0,0.0,0.39,0.0,0.0,0.0,23.600847442411894,25.56262310483805,25.499680390153912,1276.557587374799,0.0,0.47201694884823786,11.800423721205947,0.0,0.0,0.0,0.0,0.0,0.18,0.09
9,1,11,40,40,40,66,1,0,0,0.52,444,0.52,0.52,0.0,P-n50-k7.txt,0.0,0.52,0.0,0.0,0.0,0.42,0.0,0.0,0.0,26.0,25.56262310483805,25.200406742749216,1269.0757461896815,0.0,0.52,13.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
10,1,12,40,40,55,65,1,0,0,0.58309518948453,403,0.58309518948453,0.58309518948453,0.0,P-n50-k7.txt,0.0,0.74,0.0,0.0,0.0,0.46,0.0,0.0,0.0,29.1547594742265,25.56262310483805,24.998433950949806,1264.0264263946965,0.0,0.58309518948453,14.577379737113251,0.0,0.0,0.0,0.0,0.0,0.22,0.11
11,1,13,40,40,35,51,1,0,1,0.24166091947189144,585,0.24166091947189144,0.24166091947189144,0.0,P-n50-k7.txt,0.0,0.32,0.0,0.0,0.0,0.17,0.0,0.0,0.0,12.083045973594572,25.56262310483805,25.480472915548486,1276.0774005096632,0.0,0.24166091947189144,6.041522986797286,0.0,0.0,0.0,0.0,0.0,0.24,0.12
12,1,14,40,40,62,35,1,0,0,0.45122056690713913,486,0.45122056690713913,0.45122056690713913,0.0,P-n50-k7.txt,0.0,0.24,0.0,0.0,0.0,0.28,0.0,0.42755116652863895,0.0,22.561028345356956,25.56262310483805,25.32221356832771,1272.1209168291439,0.0,0.45122056690713913,11.280514172678478,0.0,0.0,0.0,0.0,0.0,0.26,0.13
13,1,15,40,40,62,57,1,0,0,0.5560575509783138,421,0.5560575509783138,0.5560575509783138,0.0,P-n50-k7.txt,0.0,0.62,0.0,0.0,0.0,0.4,0.0,0.0,0.0,27.80287754891569,25.56262310483805,25.010655729108745,1264.3319708486697,0.0,0.5560575509783138,13.901438774457844,0.0,0.0,0.0,0.0,0.0,0.28,0.14
14,1,16,40,40,62,24,1,0,0,0.5440588203494178,428,0.5440588203494178,0.5440588203494178,0.0,P-n50-k7.txt,0.0,0.16,0.0,0.0,0.0,0.42,0.0,0.21540659228538014,0.0,27.202941017470888,25.56262310483805,25.479413258550522,1276.0509090847142,0.0,0.5440588203494178,13.601470508735444,0.0,0.0,0.0,0.0,0.0,0.3,0.15
15,1,17,40,40,21,36,1,0,1,0.388329756778952,521,0.388329756778952,0.388329756778952,0.0,P-n50-k7.txt,0.0,0.38,0.0,0.0,0.0,0.26,0.0,0.0,0.0,19.4164878389476,25.56262310483805,25.8903167226668,1286.3234956876213,0.0,0.388329756778952,9.7082439194738,0.0,0.0,0.0,0.0,0.0,0.32,0.16
16,1,18,40,40,33,44,1,0,1,0.16124515496597097,612,0.16124515496597097,0.16124515496597097,0.0,P-n50-k7.txt,0.0,0.4,0.0,0.0,0.0,0.07,0.0,0.0,0.0,8.06225774829855,25.56262310483805,25.606680768893106,1279.2325968432788,0.0,0.16124515496597097,4.031128874149275,0.0,0.0,0.0,0.0,0.0,0.34,0.17
17,1,19,40,40,9,56,1,0,0,0.6977105417004964,319,0.6977105417004964,0.6977105417004964,0.0,P-n50-k7.txt,0.0,0.26,0.0,0.0,0.0,0.49,0.0,0.0,0.0,34.88552708502482,25.56262310483805,25.788239567678907,1283.771566812924,0.0,0.6977105417004964,17.44276354251241,0.0,0.0,0.0,0.0,0.0,0.36,0.18
18,1,20,40,40,62,48,1,0,0,0.468187996428785,476,0.468187996428785,0.468187996428785,0.0,P-n50-k7.txt,0.0,0.3,0.0,0.0,0.0,0.36,0.0,0.18,0.0,23.40939982143925,25.56262310483805,25.13764706570605,1267.5067542636025,0.0,0.468187996428785,11.704699910719626,0.0,0.0,0.0,0.0,0.0,0.38,0.19
19,1,21,40,40,66,14,1,0,0,0.7353910524340094,291,0.7353910524340094,0.7353910524340094,0.0,P-n50-k7.txt,0.0,0.44,0.0,0.0,0.0,0.58,0.0,0.0,0.0,36.76955262170047,25.56262310483805,25.567708149147826,1278.258281349647,0.0,0.7353910524340094,18.384776310850235,0.0,0.0,0.0,0.0,0.0,0.4,0.2
20,1,22,40,40,44,13,1,0,0,0.5458937625582473,427,0.5458937625582473,0.5458937625582473,0.0,P-n50-k7.txt,0.0,0.56,0.0,0.0,0.0,0.42,0.0,0.0,0.0,27.294688127912366,25.56262310483805,25.888362250246733,1286.2746338771194,0.0,0.5458937625582473,13.647344063956181,0.0,0.0,0.0,0.0,0.0,0.42,0.21
21,1,23,40,40,26,13,1,0,0,0.608276253029822,384,0.608276253029822,0.608276253029822,0.0,P-n50-k7.txt,0.0,0.24,0.0,0.0,0.0,0.48,0.0,0.0,0.0,30.4138126514911,25.56262310483805,26.14173865679175,1292.609044040745,0.0,0.608276253029822,15.20690632574555,0.0,0.0,0.0,0.0,0.0,0.44,0.22
22,1,24,40,40,11,28,1,0,0,0.6276941930590086,370,0.6276941930590086,0.6276941930590086,0.0,P-n50-k7.txt,0.0,0.12,0.0,0.0,0.0,0.44,0.0,0.0,0.0,31.38470965295043,25.56262310483805,26.14529594401257,1292.6979762212654,0.0,0.6276941930590086,15.692354826475215,0.0,0.0,0.0,0.0,0.0,0.46,0.23
